Brand,Name,Price,Link,Image
COTTON ON BODY ,Áo Bơi Nữ - Floss Bikini Top,429.000,https://www.acfc.com.vn/body-ao-boi-nu-floss-bikini-top-coc-6332935-16.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/6/3/6332935-16-2_6yyafqjruyzhoxka.jpg
LEVI'S ,Áo Kiểu Nữ Tay Dài,1.499.000,https://www.acfc.com.vn/levi-s-ao-kieu-nu-tay-dai-levis-a1883-0001.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/a/1/a18830001-front-pdp_d7sifhtwv8micsqf.jpg
OLD NAVY ,Áo Kiểu Nữ,795.000,https://www.acfc.com.vn/old-navy-ao-kieu-nu-oln-765736-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn27960533_nas4gq7817a8ard6.jpg
TOMMY JEANS ,Áo Thun Nữ Tay Ngắn Tjw Classic Essential Logo 2 Ss,999.000,https://www.acfc.com.vn/tommy-jeans-ao-thun-nu-tay-ngan-tjw-classic-essential-logo-2-ss-thj-dw0dw12853-ybr.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/d/w/dw0dw12853ybr_f_fcjjrcxvpjxxmh1i.png
BANANA REPUBLIC ,Áo Kiểu Không Tay Nữ,950.000,https://www.acfc.com.vn/banana-republic-ao-kieu-khong-tay-nu-br-749590-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/4/749590-00-3_1.jpg
CK PERFORMANCE ,Áo Thun Thể Thao Nữ Polo Fit,1.949.000,https://www.acfc.com.vn/ck-performance-ao-thun-the-thao-nu-polo-fit-ck-4ws2k169-540.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/4/w/4ws2k169-540-1_1.jpg
PARFOIS ,Váy Rayas,1.390.000,https://www.acfc.com.vn/parfois-vay-rayas-parfoi-197276-bl.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/9/197276_bl_3y_1.jpg
TOMMY HILFIGER ,Áo Thun Nữ Tay Ngắn Regular TH Paisley C-Nk Tee SS,1.899.000,https://www.acfc.com.vn/tommy-hilfiger-ao-thun-nu-tay-ngan-regular-th-paisley-c-nk-tee-ss-tommy-ww0ww34690-l1y.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/w/w/ww0ww34690l1y_f_vhzap3ujjzpgzwso.jpg
CK JEANS ,Áo Vải Nữ,3.049.000,https://www.acfc.com.vn/ck-jeans-ao-vai-nu-ck-j218763-ab0.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/j/2/j218763-ab0-1_1.jpg
OLD NAVY ,Quần Dài Nữ,1.095.000,https://www.acfc.com.vn/old-navy-quan-dai-nu-oln-419818-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/4/1/419818-00-1_bk1ljy9yigmh5met.jpg
OVS ,Quần Short Jeans Nữ,549.000,https://www.acfc.com.vn/ovs-ovs-1492475-1492481.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/2/12048544_mduyg25aqnrcnnxk.jpg
COTTON ON BODY ,Áo Kiểu Dài Tay Nữ - Beach Bell Sleeve Top,679.000,https://www.acfc.com.vn/body-ao-kieu-dai-tay-nu-beach-bell-sleeve-top-coc-6333218-01.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/6/3/6333218-01-2_oetdsh5nmtgbncet.jpg
GAP ,Áo Thun Tay Dài Nữ,650.000,https://www.acfc.com.vn/ao-thun-tay-dai-nu-gap-758078-02.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn28218375_qkdhbcwy9z6vvvhk.jpg
COTTON ON ,Áo Thun Nữ Có Hoạ Tiết - Tie Front Graphic Tee,195.000,https://www.acfc.com.vn/cotton-on-ao-thun-nu-co-hoa-tiet-tie-front-graphic-tee-coc-2050765-50.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/0/2050765-50-3_twqxrzyndj9mjysh_3.jpg
CK JEANS ,Chân Váy Nữ Midi Fit,3.049.000,https://www.acfc.com.vn/ck-jeans-chan-vay-nu-midi-fit-ck-j218473-1aa.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/j/2/j218473-1aa-item-2_axadfhlqqeljothb.jpg
COTTON ON ,Quần Thun Dài Nữ - Petite Pull On Flare Pant,649.000,https://www.acfc.com.vn/cotton-on-quan-thun-dai-nu-petite-pull-on-flare-pant-coc-2053066-10.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/0/2053066-10-2_qcfzo1wzxpjrtaib.jpg
LEVI'S ,Áo Sơ Mi Nữ Tay Dài,399.000,https://www.acfc.com.vn/levi-s-ao-so-mi-nu-tay-dai-levis-81861-0000.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/8/1/818610000_1_2q8wahvvyobhejin.jpg
